tenure,monthly_charge,outage_sec_perweek,bandwidth_gb_year
-1.0487462125145348,-0.003942558795863967,-0.6799776032108321,-1.138487026758293
-1.2620011592580802,1.6303258974820913,0.5703310909326953,-1.1858758365750726
-0.709939803296579,-0.29522481741427764,0.25234705329419904,-0.6121377506525425
-0.6595239638828064,-1.2265210716378776,1.6505058518829352,-0.5618571466817585
-1.2425512017143743,-0.5280857047971815,-0.623156047089417,-1.4281844686402452
-1.0409751428135001,0.2883698820424217,-0.5312245011031589,-1.0767888928661473
-0.8051442122278709,0.6402676647225805,0.3968171392224275,-0.6796212586964383
-1.1444758337339471,-1.3430982633741453,-0.7427124195663637,-1.1041299460065446
-0.9948475885163598,-1.2844669060845046,-1.432469057306725,-0.9516201278501973
-1.1763258177700682,-0.23618767028397689,-0.4348389167038134,-1.319603139560853
-0.5770772231059956,0.05433745551954222,-0.22185659578786143,-0.3036692559674181
-0.9078143071046398,-0.527764868835358,-1.1159833426546335,-1.012157858334297
-0.8136641324836795,-0.8193965142531648,-0.5806612799430625,-1.0049277035553403
-0.6673905557377415,0.28752742274395915,-1.3848998900506508,-0.6606519202176776
-0.9252790723682481,-0.2948056836666627,0.6011290888937205,-0.8283261280844844
-0.7811957463028438,0.11704315239957072,0.26769363903760607,-0.7103868401018525
-0.7088806634846492,0.5202835849094483,1.1831829342716649,-0.604966841184781
-1.218636000354586,0.6999856072733608,-0.05735514010217622,-1.1487550410882605
-0.6586643495147995,-0.46887827730447623,-0.14353530992114066,-0.7135525973023463
-0.8214296515667315,-0.5281706586760181,0.30935918021572856,-0.6581869982279508
-0.5321993969828047,0.28768908662194215,0.6946013958706415,-0.48601005518490786
-1.2143752859646828,-1.0509561028982644,-1.0138305010199666,-1.280548499448172
-1.054162420093918,-1.1099082961497284,-0.21132390956102817,-1.2261101571312558
-0.9826308773775781,-0.5280857047971815,-0.972100660670392,-1.1197956245812268
-1.0875153205165573,-0.2355068748634973,1.2587683298101524,-1.1539420665647315
-1.1485071989623208,-1.866975020280065,-0.07869298174822566,-1.1980894716016361
-0.9122140515257888,1.164975772648398,1.9694276252560166,-0.8630365474292174
-1.25308568712767,-0.7601890867604595,1.5909020495836605,-1.360658197363495
-1.2516498984328337,0.640588500684404,1.1538580952306203,-0.9760846270524461
-1.100544923191214,1.9800783851314638,0.20695223342775257,-0.7538103880389817
-0.8866023841903011,1.3385895268468702,-1.138751664278493,-0.7307735469823262
-1.1701197658139526,-0.5853507438233292,-1.8655639512216549,-1.327056348209172
