,children,age,income,outage_sec_perweek,email,contacts,yearly_equip_failure,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening
0,-0.9723379092716081,0.7209252390349075,-0.39877774033771896,-0.6799776032108321,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,-1.0487462125145348,-0.003942558795863967,-1.138487026758293,1.4543067198989672,1.4449218825567476,1.4718964368813727,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,0.4903839162092966
1,-0.5065919164222484,-1.2599571596643748,-0.6419544475336846,0.5703310909326953,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,-1.2620011592580802,1.6303258974820913,-1.1858758365750726,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966
2,0.8906460621258305,-0.14873044819892378,-1.07088496294323,0.25234705329419904,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,-0.709939803296579,-0.29522481741427764,-0.6121377506525425,0.49067915569344955,0.4783542977305066,-1.446602777027496,0.4898783058016274,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517
3,-0.5065919164222484,-0.2453588578915717,-0.740524915554176,1.6505058518829352,0.986202794872424,1.0175876473118841,-0.6258635316811727,-0.6595239638828064,-1.2265210716378776,-0.5618571466817585,0.49067915569344955,0.4783542977305066,0.4990633655784165,-1.45988609539888,1.4706742426431563,0.48638937610826977,-0.4954056262379492,-0.4818284474094517
4,-0.9723379092716081,1.4456383117297669,0.009477921370873651,-0.623156047089417,1.316699710044148,1.0175876473118841,0.9466579047036832,-1.2425512017143743,-0.5280857047971815,-1.4281844686402452,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,0.47693122604458105,1.462596279828045
5,0.4249000692764709,1.4456383117297669,-0.6080721568450029,-0.5312245011031589,0.986202794872424,2.0293073205191656,0.9466579047036832,-1.0409751428135001,0.2883698820424217,-1.0767888928661473,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517
6,-0.9723379092716081,1.2523814923444712,-1.00499743131954,0.3968171392224275,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,-0.8051442122278709,0.6402676647225805,-0.6796212586964383,2.417934284104485,1.4449218825567476,2.444729508184329,0.4898783058016274,-2.4326480123980656,1.453943336936338,1.4492680783271112,1.462596279828045
7,-0.04084592357288879,-1.115014545125403,-0.4626942456000044,-0.7427124195663637,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-1.1444758337339471,-1.3430982633741453,-1.1041299460065446,-1.436575972717586,-1.4547808719219755,-1.446602777027496,1.4647605064018812,-1.45681744863776,-0.48116458471979834,0.47693122604458105,1.462596279828045
8,-0.04084592357288879,-0.19704465304524774,0.6676801523191915,-1.432469057306725,2.638687370731043,1.0175876473118841,4.0917007774733944,-0.9948475885163598,-1.2844669060845046,-0.9516201278501973,1.4543067198989672,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966
9,-0.5065919164222484,1.5905809262687387,0.3696817477171092,-0.4348389167038134,1.9776935403875957,0.005867974104602262,-0.6258635316811727,-1.1763258177700682,-0.23618767028397689,-1.319603139560853,-1.436575972717586,-1.4547808719219755,-1.446602777027496,-1.45988609539888,1.4706742426431563,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517
10,2.2878840406739096,-1.4532139790496708,-0.6108914550769511,-0.22185659578786143,-0.9967786961579193,-1.0058516991026796,2.519179341088539,-0.5770772231059956,0.05433745551954222,-0.3036692559674181,0.49067915569344955,0.4783542977305066,0.4990633655784165,3.4145249076023885,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966
11,-0.04084592357288879,0.14115478087901998,-0.7612036701709215,-1.1159833426546335,1.6471966252158718,0.005867974104602262,0.9466579047036832,-0.9078143071046398,-0.527764868835358,-1.012157858334297,0.49067915569344955,0.4783542977305066,-0.4737697057245398,0.4898783058016274,0.4948436788828508,0.48638937610826977,-0.4954056262379492,0.4903839162092966
12,-0.9723379092716081,1.4456383117297669,1.5555488005587546,-0.5806612799430625,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,-0.8136641324836795,-0.8193965142531648,-1.0049277035553403,-2.4002035369231036,-1.4547808719219755,-2.4194358483304526,0.4898783058016274,-0.48098688487745467,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517
13,1.3563920549751902,-1.1633287499717269,2.670625225254079,-1.3848998900506508,0.6557058797007002,0.005867974104602262,-0.6258635316811727,-0.6673905557377415,0.28752742274395915,-0.6606519202176776,1.4543067198989672,2.4114894673829887,1.4718964368813727,-1.45988609539888,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966
14,-0.5065919164222484,-1.115014545125403,0.8670630510548126,0.6011290888937205,-0.6662817809861953,2.0293073205191656,-0.6258635316811727,-0.9252790723682481,-0.2948056836666627,-0.8283261280844844,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,-1.45988609539888,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-1.4540408110282002
15,0.4249000692764709,-0.6801867015084874,1.746706795659964,0.26769363903760607,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.7811957463028438,0.11704315239957072,-0.7103868401018525,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-0.48116458471979834,1.4492680783271112,-1.4540408110282002
16,-0.9723379092716081,0.4793542148032877,-0.28893823584972883,1.1831829342716649,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.7088806634846492,0.5202835849094483,-0.604966841184781,-0.47294840851206826,0.4783542977305066,0.4990633655784165,-0.48500389479862627,1.4706742426431563,0.48638937610826977,0.47693122604458105,-0.4818284474094517
17,-0.04084592357288879,0.3344116002643158,0.15376286693651808,-0.05735514010217622,1.316699710044148,2.0293073205191656,-0.6258635316811727,-1.218636000354586,0.6999856072733608,-1.1487550410882605,-1.436575972717586,-1.4547808719219755,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,-0.4818284474094517
